Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
1.5365E-4,47.754209715,0.517409956,0.211285727,0.412205567,0.407725322
1.54032E-4,48.000392918,0.518029528,0.209815274,0.416488223,0.407725322
1.54683E-4,48.262928507,0.519083496,0.208252918,0.416488223,0.407725322
1.55222E-4,48.510878356,0.51995208,0.206782465,0.41862955,0.412017167
1.55781E-4,48.759797808,0.520848586,0.205312012,0.420770878,0.412017167
1.56478E-4,49.009587489,0.52196284,0.203841559,0.422912206,0.416309013
1.5695E-4,49.26031635,0.522713885,0.202371106,0.423982869,0.420600858
1.57542E-4,49.511946262,0.523653606,0.200900653,0.428265525,0.420600858
1.58041E-4,49.764466025,0.524441398,0.199430199,0.43254818,0.429184549
1.58627E-4,50.002049361,0.525365053,0.19805165,0.434689507,0.429184549
1.59169E-4,50.256325597,0.52621541,0.196581197,0.435760171,0.429184549
1.59748E-4,50.511365651,0.52711996,0.195110743,0.437901499,0.429184549
1.60272E-4,50.751354183,0.527936529,0.193732194,0.438972163,0.429184549
1.61065E-4,51.008336366,0.529166541,0.192261741,0.443254818,0.433476395
1.61676E-4,51.250480395,0.530109235,0.190883191,0.446466809,0.433476395
1.62396E-4,51.503624892,0.531215932,0.189412738,0.447537473,0.43776824
1.63106E-4,51.753725556,0.532302282,0.188034188,0.449678801,0.446351931
1.63898E-4,52.015390728,0.533509099,0.186563735,0.449678801,0.446351931
1.64513E-4,52.261748958,0.534441283,0.185185185,0.452890792,0.450643777
1.65117E-4,52.509123242,0.535352587,0.183806635,0.452890792,0.459227468
1.6562E-4,52.757149913,0.536109571,0.182428086,0.457173448,0.467811159
1.66143E-4,53.005855848,0.536893201,0.181049536,0.459314775,0.467811159
1.66687E-4,53.255396145,0.537705446,0.179670986,0.459314775,0.467811159
1.67399E-4,53.505953806,0.538765098,0.178292436,0.462526767,0.467811159
1.6804E-4,53.757689317,0.53971397,0.176913887,0.462526767,0.467811159
1.68835E-4,54.010285991,0.540887005,0.175535337,0.465738758,0.480686695
1.69289E-4,54.263941074,0.541553982,0.174156787,0.467880086,0.480686695
1.6965E-4,54.501237968,0.542082251,0.172870141,0.468950749,0.484978541
1.70494E-4,54.75645451,0.543313952,0.171491591,0.474304069,0.484978541
1.70943E-4,55.012594563,0.543966353,0.170113041,0.47751606,0.484978541
1.71235E-4,55.252164405,0.544389879,0.168826395,0.478586724,0.489270386
1.71709E-4,55.509422109,0.545075192,0.167447845,0.482869379,0.493562232
1.72447E-4,55.750390091,0.546138015,0.166161198,0.48608137,0.493562232
1.72948E-4,56.0094591,0.5468583,0.164782649,0.489293362,0.497854077
1.73519E-4,56.251969593,0.547673621,0.163496002,0.492505353,0.502145923
1.74146E-4,56.512767076,0.548567596,0.162117452,0.496788009,0.502145923
1.74587E-4,56.756870056,0.549193931,0.160830806,0.496788009,0.502145923
1.75297E-4,57.001827344,0.55019879,0.15954416,0.497858672,0.506437768
1.76044E-4,57.265315798,0.551250943,0.15816561,0.498929336,0.506437768
1.7652E-4,57.512167473,0.551918919,0.156878963,0.501070664,0.506437768
1.77426E-4,57.760067835,0.553183797,0.155592317,0.505353319,0.506437768
1.78139E-4,58.008946935,0.554175602,0.15430567,0.50856531,0.506437768
1.78683E-4,58.258729162,0.554928648,0.153019024,0.509635974,0.510729614
1.79226E-4,58.509352164,0.55567799,0.151732378,0.512847966,0.510729614
1.80127E-4,58.761093071,0.556915683,0.150445731,0.51391863,0.510729614
1.80542E-4,59.013592051,0.557483749,0.149159085,0.514989293,0.510729614
1.8109E-4,59.26680659,0.558231353,0.147872438,0.520342612,0.515021459
1.81606E-4,59.502591062,0.558932103,0.146677695,0.523554604,0.519313305
1.82303E-4,59.757339398,0.559877178,0.145391049,0.526766595,0.52360515
1.82972E-4,60.013096219,0.560778663,0.144104402,0.526766595,0.52360515
1.84023E-4,60.25162622,0.562188842,0.142909659,0.528907923,0.52360515
1.84604E-4,60.50965112,0.562965153,0.141623013,0.533190578,0.527896996
1.85089E-4,60.750014009,0.563610868,0.140428269,0.537473233,0.532188841
1.85707E-4,61.009593197,0.564430535,0.139141623,0.540685225,0.532188841
1.8636E-4,61.251309305,0.565292778,0.13794688,0.543897216,0.532188841
1.87008E-4,61.512766593,0.566145531,0.136660233,0.547109208,0.532188841
1.87624E-4,61.756352847,0.566952671,0.13546549,0.551391863,0.532188841
1.88057E-4,62.000600545,0.567518804,0.134270747,0.555674518,0.532188841
1.88701E-4,62.264408178,0.568357681,0.132984101,0.557815846,0.532188841
1.89474E-4,62.510312079,0.569360818,0.131789358,0.559957173,0.532188841
1.9014E-4,62.757082603,0.570220925,0.130594614,0.561027837,0.540772532
1.90808E-4,63.004873899,0.571079607,0.129399871,0.564239829,0.549356223
1.91416E-4,63.253372667,0.571859692,0.128205128,0.566381156,0.549356223
1.91968E-4,63.502612952,0.572564405,0.127010385,0.568522484,0.553648069
1.92687E-4,63.752728109,0.573478415,0.125815642,0.571734475,0.557939914
1.93574E-4,64.003730442,0.574601172,0.124620899,0.572805139,0.557939914
1.94433E-4,64.256026185,0.575683348,0.123426156,0.574946467,0.570815451
1.94787E-4,64.509072211,0.576127656,0.122231413,0.576017131,0.570815451
1.9541E-4,64.76274584,0.576907727,0.121036669,0.580299786,0.570815451
1.96309E-4,65.017648154,0.578027587,0.119841926,0.584582441,0.575107296
1.9698E-4,65.253641072,0.578859949,0.118739086,0.587794433,0.579399142
1.98052E-4,65.510271259,0.580182019,0.117544343,0.591006424,0.592274678
1.98728E-4,65.768110599,0.581011623,0.1163496,0.592077088,0.592274678
1.99322E-4,66.006908008,0.581738326,0.11524676,0.595289079,0.596566524
2.00547E-4,66.26685532,0.583228241,0.114052017,0.597430407,0.596566524
2.01053E-4,66.507746853,0.58384048,0.112949177,0.599571734,0.596566524
2.01791E-4,66.769569366,0.584731124,0.111754434,0.600642398,0.596566524
2.02431E-4,67.012012743,0.585498902,0.110651595,0.60385439,0.596566524
2.03023E-4,67.255269915,0.58620761,0.109548755,0.605995717,0.600858369
2.03709E-4,67.510553324,0.587025565,0.108354012,0.609207709,0.600858369
2.04293E-4,67.764571506,0.587719235,0.107251172,0.610278373,0.605150215
2.0486E-4,68.010094305,0.588391635,0.106148332,0.611349036,0.605150215
2.05868E-4,68.256540679,0.589579694,0.105045492,0.613490364,0.613733906
2.06418E-4,68.504016226,0.590224989,0.103942652,0.617773019,0.613733906
2.07136E-4,68.752124003,0.591064645,0.102839813,0.620985011,0.622317597
2.07636E-4,69.001037883,0.591647485,0.101736973,0.623126338,0.622317597
2.08246E-4,69.250599736,0.592355992,0.100634133,0.625267666,0.622317597
2.09207E-4,69.501192615,0.593467089,0.099531293,0.62633833,0.630901288
2.10078E-4,69.752784611,0.594469167,0.098428453,0.630620985,0.630901288
2.10836E-4,70.00533264,0.595336519,0.097325613,0.632762313,0.630901288
2.11921E-4,70.259162565,0.596572854,0.096222774,0.635974304,0.635193133
2.12547E-4,70.513865853,0.597282608,0.095119934,0.639186296,0.635193133
2.12878E-4,70.769144773,0.59765675,0.094017094,0.644539615,0.635193133
2.13643E-4,71.003840297,0.598518623,0.093006158,0.652034261,0.635193133
2.14488E-4,71.260861851,0.599466836,0.091903318,0.658458244,0.643776824
2.1546E-4,71.518956213,0.600552296,0.090800478,0.662740899,0.656652361
2.16106E-4,71.756427035,0.601269955,0.089789541,0.667023555,0.656652361
2.17131E-4,72.016426419,0.602404419,0.088686702,0.667023555,0.660944206
2.17727E-4,72.25567679,0.603060435,0.087675765,0.670235546,0.665236052
2.18604E-4,72.517477793,0.604021826,0.086572925,0.67130621,0.669527897
2.19198E-4,72.758293069,0.604671049,0.085561989,0.676659529,0.669527897
2.20081E-4,73.021963797,0.60563164,0.084459149,0.676659529,0.669527897
2.2052E-4,73.257797699,0.606108037,0.083448212,0.678800857,0.669527897
2.22062E-4,73.508095645,0.607770004,0.082437276,0.678800857,0.686695279
2.22749E-4,73.752862922,0.608506403,0.081426339,0.683083512,0.690987124
2.23558E-4,74.02068842,0.609369701,0.0803235,0.686295503,0.690987124
2.24306E-4,74.267123105,0.610163966,0.079312563,0.687366167,0.69527897
2.25446E-4,74.514711284,0.611369629,0.078301627,0.690578158,0.699570815
2.26455E-4,74.763284541,0.612430208,0.07729069,0.691648822,0.699570815
2.27158E-4,75.01288891,0.613165748,0.076279754,0.69379015,0.703862661
2.27754E-4,75.263054591,0.613786647,0.075268817,0.694860814,0.703862661
2.28531E-4,75.503693353,0.614593462,0.074257881,0.698072805,0.703862661
2.29133E-4,75.765915266,0.615216143,0.073246944,0.698072805,0.708154506
2.30734E-4,76.018835183,0.616863564,0.072236008,0.701284797,0.716738197
2.3221E-4,76.250196979,0.618369231,0.071316975,0.703426124,0.716738197
2.33051E-4,76.506282669,0.619222079,0.070306038,0.709850107,0.716738197
2.34063E-4,76.76322511,0.620243628,0.069295102,0.710920771,0.725321888
2.35123E-4,77.021358145,0.62130692,0.068284165,0.713062099,0.725321888
2.36406E-4,77.257139352,0.622587117,0.067365132,0.71627409,0.729613734
2.3743E-4,77.517803511,0.62360148,0.066354195,0.719486081,0.729613734
2.38084E-4,77.755537923,0.624247482,0.065435162,0.721627409,0.729613734
2.38619E-4,78.017797117,0.6247738,0.064424226,0.722698073,0.729613734
2.39768E-4,78.257001061,0.625899218,0.063505193,0.7248394,0.733905579
2.4086E-4,78.521477487,0.626962823,0.062494256,0.7248394,0.738197425
2.42136E-4,78.763159265,0.628197346,0.061575223,0.726980728,0.74248927
2.43073E-4,79.005803686,0.629099189,0.06065619,0.730192719,0.746781116
2.44235E-4,79.273837402,0.630210572,0.059645253,0.732334047,0.746781116
2.45034E-4,79.518477705,0.630971596,0.05872622,0.736616702,0.746781116
2.45446E-4,79.763765482,0.631362948,0.057807187,0.737687366,0.755364807
2.46518E-4,80.009940128,0.632376524,0.056888154,0.741970021,0.755364807
2.47431E-4,80.256992807,0.633236048,0.05596912,0.744111349,0.755364807
2.48125E-4,80.504766483,0.63388566,0.055050087,0.748394004,0.755364807
2.48907E-4,80.753249494,0.634615891,0.054131054,0.753747323,0.755364807
2.49729E-4,81.002735793,0.635380443,0.053212021,0.756959315,0.759656652
2.50413E-4,81.252867817,0.636013459,0.052292988,0.760171306,0.763948498
2.51972E-4,81.504127093,0.637449134,0.051373955,0.763383298,0.768240343
2.53169E-4,81.75656532,0.638543653,0.050454921,0.765524625,0.768240343
2.54186E-4,82.010240226,0.639468408,0.049535888,0.769807281,0.768240343
2.55934E-4,82.265493247,0.641046552,0.048616855,0.771948608,0.78111588
2.57458E-4,82.522177534,0.642411457,0.047697822,0.7751606,0.78111588
2.58689E-4,82.754610152,0.643507245,0.046870692,0.779443255,0.78111588
2.5964E-4,83.013867062,0.644348193,0.045951659,0.781584582,0.78111588
2.60657E-4,83.2739855,0.645243407,0.045032626,0.78372591,0.78111588
2.61842E-4,83.50912397,0.646280941,0.044205496,0.784796574,0.785407725
2.63313E-4,83.771842176,0.647560887,0.043286463,0.791220557,0.793991416
2.64616E-4,84.009437442,0.648686885,0.042459333,0.793361884,0.793991416
2.6539E-4,84.274442109,0.649351974,0.0415403,0.79764454,0.793991416
2.66958E-4,84.513813747,0.650692056,0.04071317,0.799785867,0.793991416
2.6741E-4,84.754310053,0.651076244,0.03988604,0.801927195,0.793991416
2.68807E-4,85.022394531,0.652259562,0.038967007,0.804068522,0.793991416
2.69453E-4,85.264675414,0.652803655,0.038139877,0.808351178,0.798283262
2.71075E-4,85.508075226,0.654162757,0.037312747,0.809421842,0.798283262
2.73003E-4,85.75315787,0.655764345,0.036485617,0.813704497,0.798283262
2.74754E-4,86.026962194,0.657205762,0.035566584,0.822269807,0.806866953
2.75994E-4,86.27479128,0.658219264,0.034739454,0.824411135,0.811158798
2.76898E-4,86.523794911,0.658954796,0.033912324,0.827623126,0.811158798
2.79256E-4,86.774427453,0.660858023,0.033085194,0.832976445,0.819742489
2.80972E-4,87.02697118,0.662229748,0.032258065,0.834047109,0.819742489
2.82099E-4,87.25245761,0.663124796,0.031522838,0.840471092,0.819742489
2.84346E-4,87.507162922,0.664894395,0.030695708,0.841541756,0.82832618
2.85595E-4,87.763619246,0.665870638,0.029868578,0.846895075,0.82832618
2.87143E-4,88.021398136,0.66707177,0.029041448,0.850107066,0.82832618
2.88446E-4,88.251649193,0.668076534,0.028306222,0.853319058,0.82832618
2.90423E-4,88.512612089,0.669589637,0.027479092,0.856531049,0.832618026
2.91434E-4,88.774462419,0.670358118,0.026651962,0.858672377,0.832618026
2.93005E-4,89.008595571,0.671544731,0.025916736,0.859743041,0.832618026
2.96615E-4,89.273967974,0.674240358,0.025089606,0.860813704,0.832618026
2.98308E-4,89.511925591,0.675489191,0.024354379,0.861884368,0.832618026
2.99826E-4,89.751220305,0.676600669,0.023619153,0.866167024,0.832618026
3.01438E-4,90.021964044,0.677772568,0.022792023,0.870449679,0.832618026
3.04845E-4,90.264302421,0.680222812,0.022056796,0.872591006,0.841201717
3.08833E-4,90.510132018,0.683042897,0.02132157,0.876873662,0.849785408
3.107E-4,90.758070201,0.684346613,0.020586343,0.879014989,0.849785408
3.13958E-4,91.007907772,0.686595741,0.019851117,0.883297645,0.858369099
3.16011E-4,91.260103821,0.68799613,0.01911589,0.8875803,0.858369099
3.18932E-4,91.514156197,0.689968043,0.018380664,0.891862955,0.862660944
3.20354E-4,91.769823617,0.690918686,0.017645437,0.895074946,0.862660944
3.22055E-4,92.026877097,0.692048405,0.01691021,0.897216274,0.862660944
3.24423E-4,92.253271459,0.693607794,0.016266887,0.899357602,0.86695279
3.27548E-4,92.514242929,0.695640855,0.015531661,0.902569593,0.871244635
3.28675E-4,92.776866773,0.696368002,0.014796434,0.904710921,0.871244635
3.34213E-4,93.009392853,0.699889244,0.014153111,0.907922912,0.888412017
3.36671E-4,93.277855098,0.701426282,0.013417884,0.911134904,0.896995708
3.37946E-4,93.513839122,0.702217015,0.012774561,0.915417559,0.901287554
3.42506E-4,93.752050172,0.705011819,0.012131238,0.919700214,0.905579399
3.4969E-4,94.028703715,0.709310744,0.011396011,0.925053533,0.905579399
3.59183E-4,94.276826695,0.714802321,0.010752688,0.929336188,0.918454936
3.62146E-4,94.529441312,0.716473941,0.010109365,0.93254818,0.922746781
3.68073E-4,94.785545699,0.719760279,0.009466042,0.935760171,0.922746781
3.71721E-4,95.007837024,0.721744921,0.008914622,0.940042827,0.927038627
3.77323E-4,95.270545389,0.724739159,0.008271299,0.944325482,0.935622318
3.85408E-4,95.500235544,0.728948286,0.007719879,0.946466809,0.944206009
3.91843E-4,95.7734694,0.732207903,0.007076555,0.948608137,0.944206009
4.04906E-4,96.013950788,0.738588887,0.006525136,0.949678801,0.944206009
4.20818E-4,96.262800137,0.745962314,0.005973716,0.952890792,0.961373391
4.34004E-4,96.5207455,0.751764637,0.005422296,0.95503212,0.961373391
4.4828E-4,96.786804575,0.757754874,0.004870876,0.956102784,0.961373391
4.54341E-4,97.012397728,0.760211599,0.004411359,0.959314775,0.965665236
4.71815E-4,97.292955837,0.767023242,0.003859939,0.962526767,0.965665236
4.95128E-4,97.535145638,0.775530632,0.003400423,0.966809422,0.974248927
5.32604E-4,97.795864782,0.787976154,0.002940906,0.972162741,0.978540773
5.46069E-4,98.011028806,0.792117469,0.002573293,0.973233405,0.978540773
5.57979E-4,98.287485178,0.795647957,0.002113776,0.978586724,0.978540773
6.2173E-4,98.526364784,0.812676764,0.001746163,0.982869379,0.995708155
6.5404E-4,98.782708432,0.820267377,0.00137855,0.985010707,0.995708155
7.33855E-4,99.064014858,0.836621577,0.001010936,0.989293362,1
7.70019E-4,99.290913901,0.843090735,0.000735227,0.992505353,1
8.57737E-4,99.543749923,0.856840016,0.000459517,0.994646681,1
1.17863E-3,99.860334864,0.891591238,0.000183807,0.997858672,1
1.39665E-3,100,0.906939342,0.000091903,0.998929336,1
1.39665E-3,100,0.906939342,0.000091903,1,1
